"gene_tissue","gene_Symbol","tissue","1_Chow","1_HF","2_Chow","2_HF","3_Chow","3_HF","4_Chow","4_HF","5_Chow","5_HF"
"SLC34A3_LARGE","SLC34A3","LARGE",1,1,1,1,1,11,1,1,1,1
"SLC34A3_LIVER","SLC34A3","LIVER",0,1,0,2,0,1,0,2,1,1
"SLC34A3_LUNG","SLC34A3","LUNG",0,21,1,1,1,2,1,1,0,2
"SLC34A3_MUSCLE","SLC34A3","MUSCLE",0,1,1,1,0,2,2,16,1,1
"SLC34A3_SKIN","SLC34A3","SKIN",0,1,1,1,1,16,0,1,1,1
"SLC34A3_SMALL","SLC34A3","SMALL",0,1,0,1,4,0,0,1,1,5
"SLC34A3_SPLEEN","SLC34A3","SPLEEN",0,1,0,3,1,1,2,1,2,1
"SLC34A3_WAT","SLC34A3","WAT",0,1,0,17,5,2,0,1,1,1
"SLC35A1_HEART","SLC35A1","HEART",2,3,1,1,1,1,1,2,1,1
"SLC35A1_KIDNEY-CORTEX","SLC35A1","KIDNEY-CORTEX",1,3,1,3,2,2,1,7,2,1
"SLC35A1_KIDNEY-MED","SLC35A1","KIDNEY-MED",0,1,1,2,NA,0,1,1,1,6
"SLC35A1_LARGE","SLC35A1","LARGE",1,2,2,1,1,3,1,1,1,1
"SLC35A1_LIVER","SLC35A1","LIVER",3,2,1,1,2,1,0,1,1,2
"SLC35A1_LUNG","SLC35A1","LUNG",2,4,2,1,1,6,1,3,1,1
"SLC35A1_MUSCLE","SLC35A1","MUSCLE",2,2,1,1,1,2,1,2,1,2
"SLC35A1_SKIN","SLC35A1","SKIN",1,1,2,2,1,1,1,1,2,1
"SLC35A1_SMALL","SLC35A1","SMALL",1,1,1,1,1,2,1,1,1,1
"SLC35A1_SPLEEN","SLC35A1","SPLEEN",1,1,2,6,1,1,2,1,1,1
"SLC35A1_WAT","SLC35A1","WAT",3,1,2,5,1,1,1,1,3,2
"SLC35A2_HEART","SLC35A2","HEART",1,2,0,2,1,3,1,1,1,1
"SLC35A2_KIDNEY-CORTEX","SLC35A2","KIDNEY-CORTEX",0,4,1,3,3,2,1,7,1,1
"SLC35A2_KIDNEY-MED","SLC35A2","KIDNEY-MED",0,1,1,1,NA,2,1,1,1,5
"SLC35A2_LARGE","SLC35A2","LARGE",1,1,1,1,1,2,1,1,1,1
"SLC35A2_LIVER","SLC35A2","LIVER",0,1,0,1,2,1,2,1,1,1
"SLC35A2_LUNG","SLC35A2","LUNG",0,4,0,1,1,6,0,1,1,1
"SLC35A2_MUSCLE","SLC35A2","MUSCLE",0,3,1,1,1,2,1,3,1,2
"SLC35A2_SKIN","SLC35A2","SKIN",0,3,0,2,0,3,0,2,2,2
"SLC35A2_SMALL","SLC35A2","SMALL",0,1,0,1,1,2,1,2,1,1
"SLC35A2_SPLEEN","SLC35A2","SPLEEN",0,2,0,7,1,1,1,1,1,1
"SLC35A2_WAT","SLC35A2","WAT",0,1,0,5,2,2,0,1,3,1
"SLC35A3_HEART","SLC35A3","HEART",2,3,2,3,1,4,2,5,1,1
"SLC35A3_KIDNEY-CORTEX","SLC35A3","KIDNEY-CORTEX",1,5,2,7,3,2,2,16,1,4
"SLC35A3_KIDNEY-MED","SLC35A3","KIDNEY-MED",0,1,2,1,NA,5,1,1,1,14
"SLC35A3_LARGE","SLC35A3","LARGE",2,8,3,1,1,7,1,2,1,1
"SLC35A3_LIVER","SLC35A3","LIVER",17,1,31,2,6,2,2,3,1,2
"SLC35A3_LUNG","SLC35A3","LUNG",3,9,1,1,2,15,1,4,2,1
"SLC35A3_MUSCLE","SLC35A3","MUSCLE",2,3,1,3,1,4,2,7,1,5
"SLC35A3_SKIN","SLC35A3","SKIN",2,2,3,2,2,4,1,2,3,3
"SLC35A3_SMALL","SLC35A3","SMALL",1,2,1,2,2,2,1,1,2,1
"SLC35A3_SPLEEN","SLC35A3","SPLEEN",1,4,3,14,1,1,3,1,1,1
"SLC35A3_WAT","SLC35A3","WAT",3,1,3,5,3,2,1,1,5,4
"SLC35A4_HEART","SLC35A4","HEART",2,4,1,4,1,9,1,2,2,1
"SLC35A4_KIDNEY-CORTEX","SLC35A4","KIDNEY-CORTEX",2,7,2,5,5,3,2,9,3,4
"SLC35A4_KIDNEY-MED","SLC35A4","KIDNEY-MED",1,1,1,2,NA,3,1,2,1,11
"SLC35A4_LARGE","SLC35A4","LARGE",1,3,1,1,1,5,1,2,1,1
"SLC35A4_LIVER","SLC35A4","LIVER",0,5,0,1,5,1,2,5,1,8
"SLC35A4_LUNG","SLC35A4","LUNG",0,8,1,1,2,7,1,3,4,2
"SLC35A4_MUSCLE","SLC35A4","MUSCLE",0,7,1,4,3,5,1,7,2,4
"SLC35A4_SKIN","SLC35A4","SKIN",0,3,1,3,2,6,1,4,4,3
"SLC35A4_SMALL","SLC35A4","SMALL",1,2,0,2,2,4,1,2,3,2
"SLC35A4_SPLEEN","SLC35A4","SPLEEN",1,3,0,12,1,2,2,1,1,3
"SLC35A4_WAT","SLC35A4","WAT",0,1,0,8,4,4,0,1,4,8
"SLC35A5_HEART","SLC35A5","HEART",1,2,0,2,1,3,1,2,1,1
"SLC35A5_KIDNEY-CORTEX","SLC35A5","KIDNEY-CORTEX",0,2,2,4,2,1,2,4,1,2
"SLC35A5_KIDNEY-MED","SLC35A5","KIDNEY-MED",0,1,1,2,NA,1,1,1,1,7
"SLC35A5_LARGE","SLC35A5","LARGE",1,3,1,1,1,3,1,1,1,1
"SLC35A5_LIVER","SLC35A5","LIVER",0,1,0,1,0,1,0,2,1,3
"SLC35A5_LUNG","SLC35A5","LUNG",0,4,0,1,2,4,0,3,2,1
"SLC35A5_MUSCLE","SLC35A5","MUSCLE",0,3,1,1,0,1,1,3,1,2
"SLC35A5_SKIN","SLC35A5","SKIN",0,1,1,1,1,1,1,3,2,1
"SLC35A5_SMALL","SLC35A5","SMALL",1,1,0,1,1,1,0,1,1,1
"SLC35A5_SPLEEN","SLC35A5","SPLEEN",1,3,0,6,1,1,1,1,0,2
"SLC35A5_WAT","SLC35A5","WAT",0,1,0,3,2,2,0,1,2,3
"SLC35B1_HEART","SLC35B1","HEART",1,2,1,2,1,5,1,2,1,1
"SLC35B1_KIDNEY-CORTEX","SLC35B1","KIDNEY-CORTEX",1,6,1,3,3,2,2,6,2,2
"SLC35B1_KIDNEY-MED","SLC35B1","KIDNEY-MED",1,1,1,1,NA,2,1,1,1,7
"SLC35B1_LARGE","SLC35B1","LARGE",1,3,1,1,1,4,1,1,1,1
"SLC35B1_LIVER","SLC35B1","LIVER",0,3,0,1,2,1,1,2,1,4
"SLC35B1_LUNG","SLC35B1","LUNG",0,6,1,2,2,5,0,2,2,1
"SLC35B1_MUSCLE","SLC35B1","MUSCLE",0,3,1,3,1,1,1,5,1,3
"SLC35B1_SKIN","SLC35B1","SKIN",0,2,1,2,1,4,0,3,3,1
"SLC35B1_SMALL","SLC35B1","SMALL",0,1,0,2,1,2,1,1,2,1
"SLC35B1_SPLEEN","SLC35B1","SPLEEN",0,1,0,7,1,1,1,1,1,1
"SLC35B1_WAT","SLC35B1","WAT",0,1,0,4,2,2,0,1,3,2
"SLC35B2_HEART","SLC35B2","HEART",3,3,2,2,1,7,2,3,1,1
"SLC35B2_KIDNEY-CORTEX","SLC35B2","KIDNEY-CORTEX",1,6,1,4,4,2,2,9,2,3
"SLC35B2_KIDNEY-MED","SLC35B2","KIDNEY-MED",2,1,2,2,NA,3,1,1,1,9
"SLC35B2_LARGE","SLC35B2","LARGE",1,3,2,1,1,4,2,1,1,1
"SLC35B2_LIVER","SLC35B2","LIVER",4,1,7,1,5,1,10,2,1,4
"SLC35B2_LUNG","SLC35B2","LUNG",2,6,5,2,2,8,2,3,2,1
"SLC35B2_MUSCLE","SLC35B2","MUSCLE",2,4,1,2,1,2,2,6,1,2
"SLC35B2_SKIN","SLC35B2","SKIN",2,3,1,4,1,6,2,4,3,3
"SLC35B2_SMALL","SLC35B2","SMALL",1,1,3,2,2,2,2,2,1,2
"SLC35B2_SPLEEN","SLC35B2","SPLEEN",4,2,3,12,1,2,3,1,1,2
"SLC35B2_WAT","SLC35B2","WAT",3,1,3,7,3,3,3,1,4,4
"SLC35B3_HEART","SLC35B3","HEART",1,2,1,2,1,6,1,2,1,1
"SLC35B3_KIDNEY-CORTEX","SLC35B3","KIDNEY-CORTEX",0,3,3,3,3,3,1,8,1,3
"SLC35B3_KIDNEY-MED","SLC35B3","KIDNEY-MED",1,1,1,2,NA,1,1,1,1,8
"SLC35B3_LARGE","SLC35B3","LARGE",1,5,1,1,1,3,1,1,1,1
"SLC35B3_LIVER","SLC35B3","LIVER",0,1,0,2,3,1,1,3,1,2
"SLC35B3_LUNG","SLC35B3","LUNG",0,5,1,1,2,6,1,3,1,1
"SLC35B3_MUSCLE","SLC35B3","MUSCLE",0,3,1,3,0,4,1,4,2,2
"SLC35B3_SKIN","SLC35B3","SKIN",0,2,1,2,1,2,1,5,2,1
"SLC35B3_SMALL","SLC35B3","SMALL",0,1,0,1,1,1,1,1,1,1
"SLC35B3_SPLEEN","SLC35B3","SPLEEN",1,2,0,8,1,1,1,1,1,2
"SLC35B3_WAT","SLC35B3","WAT",0,1,0,3,2,2,0,1,3,3
"SLC35B4_HEART","SLC35B4","HEART",8,3,3,4,1,7,3,4,3,1
"SLC35B4_KIDNEY-CORTEX","SLC35B4","KIDNEY-CORTEX",1,3,1,5,3,2,2,7,7,3
"SLC35B4_KIDNEY-MED","SLC35B4","KIDNEY-MED",0,1,2,2,NA,0,1,1,1,5
"SLC35B4_LARGE","SLC35B4","LARGE",2,3,2,1,1,4,1,1,1,1
"SLC35B4_LIVER","SLC35B4","LIVER",2,5,5,2,2,1,1,4,1,14
"SLC35B4_LUNG","SLC35B4","LUNG",2,4,2,1,1,6,1,3,5,1
"SLC35B4_MUSCLE","SLC35B4","MUSCLE",2,5,1,3,1,3,1,4,2,2
"SLC35B4_SKIN","SLC35B4","SKIN",2,1,2,2,1,3,2,4,8,1
"SLC35B4_SMALL","SLC35B4","SMALL",1,1,1,2,1,6,1,1,3,1
"SLC35B4_SPLEEN","SLC35B4","SPLEEN",2,3,3,9,1,1,3,1,1,2
"SLC35B4_WAT","SLC35B4","WAT",4,1,4,5,3,3,1,1,3,14
"SLC35C1_HEART","SLC35C1","HEART",1,2,0,1,1,4,1,1,1,1
"SLC35C1_KIDNEY-CORTEX","SLC35C1","KIDNEY-CORTEX",0,3,1,2,2,1,1,8,1,3
"SLC35C1_KIDNEY-MED","SLC35C1","KIDNEY-MED",0,1,1,1,NA,2,1,1,1,3
"SLC35C1_LARGE","SLC35C1","LARGE",1,2,1,1,1,2,1,1,1,1
"SLC35C1_LIVER","SLC35C1","LIVER",0,1,0,1,2,1,2,1,1,2
"SLC35C1_LUNG","SLC35C1","LUNG",0,3,1,1,1,5,0,2,1,1
"SLC35C1_MUSCLE","SLC35C1","MUSCLE",0,3,1,3,0,2,1,2,1,1
"SLC35C1_SKIN","SLC35C1","SKIN",0,3,0,2,1,1,1,2,2,2
"SLC35C1_SMALL","SLC35C1","SMALL",0,1,0,1,1,1,1,1,1,1
"SLC35C1_SPLEEN","SLC35C1","SPLEEN",1,2,0,8,1,1,1,1,1,1
"SLC35C1_WAT","SLC35C1","WAT",0,1,0,2,2,2,0,1,3,1
"SLC35C2_HEART","SLC35C2","HEART",1,2,0,3,1,8,1,2,1,1
"SLC35C2_KIDNEY-CORTEX","SLC35C2","KIDNEY-CORTEX",1,5,3,4,3,2,2,6,2,3
"SLC35C2_KIDNEY-MED","SLC35C2","KIDNEY-MED",1,1,1,2,NA,2,1,1,1,6
"SLC35C2_LARGE","SLC35C2","LARGE",1,5,1,1,1,4,1,1,1,1
"SLC35C2_LIVER","SLC35C2","LIVER",0,2,0,1,1,1,1,3,1,4
"SLC35C2_LUNG","SLC35C2","LUNG",0,5,1,1,2,5,1,2,2,2
"SLC35C2_MUSCLE","SLC35C2","MUSCLE",0,5,1,3,1,2,1,4,1,3
"SLC35C2_SKIN","SLC35C2","SKIN",0,2,1,2,1,5,1,4,2,2
"SLC35C2_SMALL","SLC35C2","SMALL",0,1,0,2,2,2,1,2,1,1
"SLC35C2_SPLEEN","SLC35C2","SPLEEN",1,2,0,8,1,1,1,1,2,1
"SLC35C2_WAT","SLC35C2","WAT",0,1,0,5,3,4,0,1,4,3
"SLC35D1_HEART","SLC35D1","HEART",4,3,3,2,1,4,3,4,1,1
"SLC35D1_KIDNEY-CORTEX","SLC35D1","KIDNEY-CORTEX",1,10,1,5,4,2,1,22,2,2
"SLC35D1_KIDNEY-MED","SLC35D1","KIDNEY-MED",1,1,2,1,NA,5,1,1,1,13
"SLC35D1_LARGE","SLC35D1","LARGE",2,4,3,1,1,7,1,5,1,1
"SLC35D1_LIVER","SLC35D1","LIVER",41,2,55,1,16,3,6,4,1,5
"SLC35D1_LUNG","SLC35D1","LUNG",2,11,1,4,1,12,1,3,2,1
"SLC35D1_MUSCLE","SLC35D1","MUSCLE",3,3,1,2,1,2,3,10,1,11
"SLC35D1_SKIN","SLC35D1","SKIN",2,6,2,2,1,9,1,2,3,3
"SLC35D1_SMALL","SLC35D1","SMALL",1,1,1,2,2,3,1,1,2,2
"SLC35D1_SPLEEN","SLC35D1","SPLEEN",1,2,2,19,1,1,3,1,1,2
"SLC35D1_WAT","SLC35D1","WAT",3,1,3,8,3,2,1,1,6,4
"SLC35D2_HEART","SLC35D2","HEART",1,2,0,1,1,4,1,2,1,1
"SLC35D2_KIDNEY-CORTEX","SLC35D2","KIDNEY-CORTEX",0,4,1,2,2,2,1,4,1,3
"SLC35D2_KIDNEY-MED","SLC35D2","KIDNEY-MED",0,1,1,1,NA,1,1,1,1,6
"SLC35D2_LARGE","SLC35D2","LARGE",1,2,1,1,1,3,1,2,1,1
"SLC35D2_LIVER","SLC35D2","LIVER",0,1,0,1,4,1,1,2,1,2
"SLC35D2_LUNG","SLC35D2","LUNG",0,4,0,1,1,4,1,1,1,1
"SLC35D2_MUSCLE","SLC35D2","MUSCLE",0,3,1,1,1,2,1,3,0,3
"SLC35D2_SKIN","SLC35D2","SKIN",0,1,1,1,1,2,1,3,2,1
"SLC35D2_SMALL","SLC35D2","SMALL",0,1,0,2,1,2,1,1,1,1
"SLC35D2_SPLEEN","SLC35D2","SPLEEN",1,1,0,6,1,1,1,1,0,2
"SLC35D2_WAT","SLC35D2","WAT",0,1,0,3,2,2,0,1,2,1
"SLC35E1_HEART","SLC35E1","HEART",1,4,1,4,1,8,1,2,2,1
"SLC35E1_KIDNEY-CORTEX","SLC35E1","KIDNEY-CORTEX",1,5,2,4,4,4,1,8,2,4
"SLC35E1_KIDNEY-MED","SLC35E1","KIDNEY-MED",1,1,1,2,NA,2,1,1,1,6
"SLC35E1_LARGE","SLC35E1","LARGE",1,3,1,1,1,3,1,2,1,1
"SLC35E1_LIVER","SLC35E1","LIVER",0,2,0,3,2,1,1,2,1,6
"SLC35E1_LUNG","SLC35E1","LUNG",0,5,1,1,2,5,1,2,3,1
"SLC35E1_MUSCLE","SLC35E1","MUSCLE",0,6,1,3,2,3,1,5,1,4
"SLC35E1_SKIN","SLC35E1","SKIN",0,1,1,3,1,4,1,4,3,1
"SLC35E1_SMALL","SLC35E1","SMALL",1,1,0,2,2,3,1,2,2,1
"SLC35E1_SPLEEN","SLC35E1","SPLEEN",1,3,0,12,1,1,1,1,0,2
"SLC35E1_WAT","SLC35E1","WAT",0,1,0,6,3,3,0,1,4,5
"SLC35E2B_HEART","SLC35E2B","HEART",5,5,2,6,1,10,3,5,2,1
"SLC35E2B_KIDNEY-CORTEX","SLC35E2B","KIDNEY-CORTEX",1,11,2,7,6,6,3,16,3,5
"SLC35E2B_KIDNEY-MED","SLC35E2B","KIDNEY-MED",1,1,4,2,NA,5,2,2,1,21
"SLC35E2B_LARGE","SLC35E2B","LARGE",2,7,3,1,1,9,1,4,1,1
"SLC35E2B_LIVER","SLC35E2B","LIVER",44,3,51,1,33,4,8,6,1,5
"SLC35E2B_LUNG","SLC35E2B","LUNG",4,16,2,3,2,11,2,3,3,3
"SLC35E2B_MUSCLE","SLC35E2B","MUSCLE",2,7,1,5,0,6,3,12,4,10
"SLC35E2B_SKIN","SLC35E2B","SKIN",5,3,4,4,2,10,4,6,3,4
"SLC35E2B_SMALL","SLC35E2B","SMALL",2,1,1,3,3,3,2,3,2,4
"SLC35E2B_SPLEEN","SLC35E2B","SPLEEN",2,6,4,23,1,2,5,1,2,3
"SLC35E2B_WAT","SLC35E2B","WAT",6,1,7,12,5,6,2,1,6,5
"SLC35E3_HEART","SLC35E3","HEART",1,1,0,2,1,3,1,1,1,1
"SLC35E3_KIDNEY-CORTEX","SLC35E3","KIDNEY-CORTEX",0,2,1,2,2,1,1,5,1,2
"SLC35E3_KIDNEY-MED","SLC35E3","KIDNEY-MED",1,1,1,1,NA,1,0,1,1,3
"SLC35E3_LARGE","SLC35E3","LARGE",1,1,1,1,1,2,0,1,1,1
"SLC35E3_LIVER","SLC35E3","LIVER",0,1,0,1,2,1,0,1,1,2
"SLC35E3_LUNG","SLC35E3","LUNG",0,1,0,1,0,4,0,1,2,1
"SLC35E3_MUSCLE","SLC35E3","MUSCLE",0,1,1,1,1,1,0,1,1,2
"SLC35E3_SKIN","SLC35E3","SKIN",0,1,0,1,1,1,0,1,1,1
"SLC35E3_SMALL","SLC35E3","SMALL",0,1,0,1,1,0,1,1,1,1
"SLC35E3_SPLEEN","SLC35E3","SPLEEN",0,1,0,5,1,1,1,1,0,1
"SLC35E3_WAT","SLC35E3","WAT",0,1,0,2,1,1,0,1,2,2
"SLC35E4_HEART","SLC35E4","HEART",1,1,1,2,1,1,0,0,1,1
"SLC35E4_KIDNEY-CORTEX","SLC35E4","KIDNEY-CORTEX",1,2,1,1,1,1,1,4,1,2
"SLC35E4_KIDNEY-MED","SLC35E4","KIDNEY-MED",1,1,1,1,NA,2,0,1,1,1
"SLC35E4_LARGE","SLC35E4","LARGE",1,1,1,1,1,1,1,1,1,1
"SLC35E4_LIVER","SLC35E4","LIVER",0,2,0,1,0,1,0,1,1,2
"SLC35E4_LUNG","SLC35E4","LUNG",0,1,0,1,1,2,0,1,1,1
"SLC35E4_MUSCLE","SLC35E4","MUSCLE",0,2,1,1,1,1,0,1,1,1
"SLC35E4_SKIN","SLC35E4","SKIN",0,1,1,1,0,1,0,1,2,1
"SLC35E4_SMALL","SLC35E4","SMALL",1,1,0,1,1,2,0,1,1,1
"SLC35E4_SPLEEN","SLC35E4","SPLEEN",0,2,0,6,1,1,1,1,1,1
"SLC35E4_WAT","SLC35E4","WAT",0,1,0,2,1,1,0,1,1,2
"SLC35F2_HEART","SLC35F2","HEART",1,1,0,2,1,2,0,3,0,1
"SLC35F2_KIDNEY-CORTEX","SLC35F2","KIDNEY-CORTEX",0,4,0,3,3,1,1,8,1,1
"SLC35F2_KIDNEY-MED","SLC35F2","KIDNEY-MED",0,1,1,1,NA,3,1,1,1,8
"SLC35F2_LARGE","SLC35F2","LARGE",1,4,1,1,1,3,1,1,1,1
"SLC35F2_LIVER","SLC35F2","LIVER",0,1,0,2,1,1,2,3,1,1
"SLC35F2_LUNG","SLC35F2","LUNG",0,5,1,1,1,7,1,1,0,1
"SLC35F2_MUSCLE","SLC35F2","MUSCLE",0,2,1,2,0,1,1,5,1,1
"SLC35F2_SKIN","SLC35F2","SKIN",0,2,0,1,0,4,1,2,1,1
"SLC35F2_SMALL","SLC35F2","SMALL",0,1,0,2,2,0,0,1,1,2
"SLC35F2_SPLEEN","SLC35F2","SPLEEN",0,1,0,7,1,1,1,1,0,1
"SLC35F2_WAT","SLC35F2","WAT",0,1,0,5,2,1,0,1,3,1
"SLC35F5_HEART","SLC35F5","HEART",2,2,1,2,1,2,1,3,1,1
"SLC35F5_KIDNEY-CORTEX","SLC35F5","KIDNEY-CORTEX",0,5,1,4,4,2,1,7,2,3
"SLC35F5_KIDNEY-MED","SLC35F5","KIDNEY-MED",1,1,1,1,NA,2,1,1,1,14
"SLC35F5_LARGE","SLC35F5","LARGE",1,5,1,1,1,5,1,1,1,1
"SLC35F5_LIVER","SLC35F5","LIVER",0,2,0,1,0,2,1,2,1,5
"SLC35F5_LUNG","SLC35F5","LUNG",0,10,1,1,2,6,0,3,3,2
"SLC35F5_MUSCLE","SLC35F5","MUSCLE",0,3,1,1,1,3,1,8,2,4
"SLC35F5_SKIN","SLC35F5","SKIN",0,1,1,1,1,4,1,2,3,1
"SLC35F5_SMALL","SLC35F5","SMALL",1,2,0,2,2,3,1,1,2,2
"SLC35F5_SPLEEN","SLC35F5","SPLEEN",0,3,0,8,1,1,2,1,0,2
"SLC35F5_WAT","SLC35F5","WAT",0,1,0,7,3,1,0,1,3,7
"SLC35F6_HEART","SLC35F6","HEART",2,4,0,4,1,10,1,3,1,1
"SLC35F6_KIDNEY-CORTEX","SLC35F6","KIDNEY-CORTEX",0,13,3,6,5,4,2,11,3,3
"SLC35F6_KIDNEY-MED","SLC35F6","KIDNEY-MED",1,1,1,3,NA,3,1,1,1,11
"SLC35F6_LARGE","SLC35F6","LARGE",1,4,1,1,1,4,1,1,1,1
"SLC35F6_LIVER","SLC35F6","LIVER",0,3,0,1,2,1,2,3,1,5
"SLC35F6_LUNG","SLC35F6","LUNG",0,8,1,1,3,7,1,4,3,2
"SLC35F6_MUSCLE","SLC35F6","MUSCLE",0,7,1,3,1,4,2,9,2,3
"SLC35F6_SKIN","SLC35F6","SKIN",0,2,1,3,1,8,1,5,3,3
"SLC35F6_SMALL","SLC35F6","SMALL",1,1,0,2,3,3,1,2,2,2
"SLC35F6_SPLEEN","SLC35F6","SPLEEN",1,3,0,15,1,2,2,1,1,3
"SLC35F6_WAT","SLC35F6","WAT",0,1,0,9,3,3,0,1,4,4
"SLC36A1_HEART","SLC36A1","HEART",1,5,1,4,1,7,1,3,1,1
"SLC36A1_KIDNEY-CORTEX","SLC36A1","KIDNEY-CORTEX",0,6,2,5,3,4,2,11,2,3
"SLC36A1_KIDNEY-MED","SLC36A1","KIDNEY-MED",1,1,1,2,NA,3,1,1,1,9
"SLC36A1_LARGE","SLC36A1","LARGE",1,4,1,1,1,5,1,1,1,1
"SLC36A1_LIVER","SLC36A1","LIVER",0,1,0,2,3,1,2,3,1,4
"SLC36A1_LUNG","SLC36A1","LUNG",0,5,1,1,2,8,1,5,2,1
"SLC36A1_MUSCLE","SLC36A1","MUSCLE",0,6,1,2,0,4,1,6,2,2
"SLC36A1_SKIN","SLC36A1","SKIN",0,3,1,4,2,6,1,4,2,3
"SLC36A1_SMALL","SLC36A1","SMALL",1,1,0,2,2,2,1,2,1,2
"SLC36A1_SPLEEN","SLC36A1","SPLEEN",1,3,0,12,1,1,2,1,1,3
"SLC36A1_WAT","SLC36A1","WAT",0,1,0,7,3,2,0,1,4,3
"SLC36A4_HEART","SLC36A4","HEART",1,1,0,1,1,2,1,2,1,1
"SLC36A4_KIDNEY-CORTEX","SLC36A4","KIDNEY-CORTEX",0,2,1,3,2,2,1,5,1,2
"SLC36A4_KIDNEY-MED","SLC36A4","KIDNEY-MED",1,1,1,1,NA,0,0,1,1,5
"SLC36A4_LARGE","SLC36A4","LARGE",1,2,1,1,1,2,1,1,1,1
"SLC36A4_LIVER","SLC36A4","LIVER",0,1,0,1,1,1,1,1,1,2
"SLC36A4_LUNG","SLC36A4","LUNG",0,4,0,1,1,4,1,2,1,1
"SLC36A4_MUSCLE","SLC36A4","MUSCLE",0,2,1,1,0,2,0,3,1,2
"SLC36A4_SKIN","SLC36A4","SKIN",0,1,1,2,1,2,0,1,2,1
"SLC36A4_SMALL","SLC36A4","SMALL",0,1,0,1,1,1,0,1,1,1
"SLC36A4_SPLEEN","SLC36A4","SPLEEN",0,3,0,5,1,1,1,1,1,1
"SLC36A4_WAT","SLC36A4","WAT",0,1,0,2,2,1,0,1,2,2
"SLC37A1_HEART","SLC37A1","HEART",1,2,0,2,1,7,0,3,1,1
"SLC37A1_KIDNEY-CORTEX","SLC37A1","KIDNEY-CORTEX",1,3,2,5,4,2,2,13,2,4
"SLC37A1_KIDNEY-MED","SLC37A1","KIDNEY-MED",0,1,1,1,NA,5,1,1,1,3
"SLC37A1_LARGE","SLC37A1","LARGE",1,5,1,1,1,2,1,1,1,1
"SLC37A1_LIVER","SLC37A1","LIVER",0,3,0,1,2,1,3,4,1,3
"SLC37A1_LUNG","SLC37A1","LUNG",0,3,1,1,2,10,0,2,2,1
"SLC37A1_MUSCLE","SLC37A1","MUSCLE",0,5,1,3,1,4,1,2,2,2
"SLC37A1_SKIN","SLC37A1","SKIN",0,3,0,3,1,2,1,4,2,4
"SLC37A1_SMALL","SLC37A1","SMALL",1,1,0,2,1,2,1,1,2,1
"SLC37A1_SPLEEN","SLC37A1","SPLEEN",1,2,0,17,1,1,1,1,2,2
"SLC37A1_WAT","SLC37A1","WAT",0,1,0,4,2,4,0,1,5,5
"SLC37A2_HEART","SLC37A2","HEART",2,2,1,3,1,6,1,2,1,1
"SLC37A2_KIDNEY-CORTEX","SLC37A2","KIDNEY-CORTEX",1,4,2,4,3,3,1,4,1,2
"SLC37A2_KIDNEY-MED","SLC37A2","KIDNEY-MED",1,1,2,2,NA,1,1,1,1,7
"SLC37A2_LARGE","SLC37A2","LARGE",1,4,1,1,1,2,1,1,1,1
"SLC37A2_LIVER","SLC37A2","LIVER",3,2,6,2,1,1,2,2,1,2
"SLC37A2_LUNG","SLC37A2","LUNG",1,5,2,1,1,5,1,1,1,1
"SLC37A2_MUSCLE","SLC37A2","MUSCLE",1,4,1,2,1,2,1,4,2,2
"SLC37A2_SKIN","SLC37A2","SKIN",2,1,2,3,1,4,1,4,1,1
"SLC37A2_SMALL","SLC37A2","SMALL",1,1,1,2,1,2,1,1,1,1
"SLC37A2_SPLEEN","SLC37A2","SPLEEN",2,2,3,6,1,1,2,1,1,2
"SLC37A2_WAT","SLC37A2","WAT",3,1,3,3,2,4,3,1,3,2
"SLC37A3_HEART","SLC37A3","HEART",1,3,0,2,1,5,0,3,1,1
"SLC37A3_KIDNEY-CORTEX","SLC37A3","KIDNEY-CORTEX",1,6,1,4,3,1,2,8,1,2
"SLC37A3_KIDNEY-MED","SLC37A3","KIDNEY-MED",1,1,1,1,NA,2,1,1,1,6
"SLC37A3_LARGE","SLC37A3","LARGE",1,6,1,1,1,4,1,1,1,1
"SLC37A3_LIVER","SLC37A3","LIVER",0,2,0,2,1,1,2,4,1,1
"SLC37A3_LUNG","SLC37A3","LUNG",0,5,1,1,2,6,1,2,1,1
"SLC37A3_MUSCLE","SLC37A3","MUSCLE",0,4,1,3,0,3,1,5,2,2
"SLC37A3_SKIN","SLC37A3","SKIN",0,1,1,2,1,4,1,3,2,1
"SLC37A3_SMALL","SLC37A3","SMALL",1,1,0,2,1,1,1,1,1,1
"SLC37A3_SPLEEN","SLC37A3","SPLEEN",0,2,0,10,1,1,1,1,0,2
"SLC37A3_WAT","SLC37A3","WAT",0,1,0,5,2,3,0,1,4,3
"SLC37A4_HEART","SLC37A4","HEART",3,2,4,3,1,5,3,3,1,1
"SLC37A4_KIDNEY-CORTEX","SLC37A4","KIDNEY-CORTEX",2,21,1,6,9,4,1,7,2,2
"SLC37A4_KIDNEY-MED","SLC37A4","KIDNEY-MED",1,1,4,1,NA,3,2,6,1,32
"SLC37A4_LARGE","SLC37A4","LARGE",2,5,2,1,1,17,1,5,1,1
"SLC37A4_LIVER","SLC37A4","LIVER",52,1,120,2,19,5,3,3,1,3
"SLC37A4_LUNG","SLC37A4","LUNG",3,30,2,7,1,6,1,2,2,2
"SLC37A4_MUSCLE","SLC37A4","MUSCLE",6,2,1,3,2,2,7,23,2,11
